termo,termo_normalizado,codigo_cnae,descricao,relevancia,categoria,secao,divisao,grupo,classe,subclasse,origem,tipo
Farmacêuticos,farmacêuticos,2110600,Fabricação de insumos farmacêuticos,85,farmacêuticos,C,21,211,2110,2110600,classificação semântica,atividade
Farmaceuticos,farmaceuticos,2110600,Fabricação de insumos farmacêuticos,85,farmacêuticos,C,21,211,2110,2110600,classificação semântica,atividade
Fabricação de insumos farmacêuticos,fabricação de insumos farmacêuticos,2110600,Fabricação de insumos farmacêuticos,90,descricao_completa,C,21,211,2110,2110600,classificação semântica,palavra_chave
Fabricação de medicamentos alopáticos para uso humano,fabricação de medicamentos alopáticos para uso humano,2121101,Fabricação de medicamentos alopáticos para uso humano,100,atividades,C,21,212,2121,2121101,descrição oficial,nome_oficial
Medicamentos,medicamentos,2121101,Fabricação de medicamentos alopáticos para uso humano,85,medicamentos,C,21,212,2121,2121101,classificação semântica,atividade
Medicamentos,medicamentos,2121101,Fabricação de medicamentos alopáticos para uso humano,85,medicamentos,C,21,212,2121,2121101,classificação semântica,atividade
Alopáticos,alopáticos,2121101,Fabricação de medicamentos alopáticos para uso humano,85,alopáticos,C,21,212,2121,2121101,classificação semântica,atividade
Alopaticos,alopaticos,2121101,Fabricação de medicamentos alopáticos para uso humano,85,alopáticos,C,21,212,2121,2121101,classificação semântica,atividade
Uso,uso,2121101,Fabricação de medicamentos alopáticos para uso humano,85,uso,C,21,212,2121,2121101,classificação semântica,atividade
Uso,uso,2121101,Fabricação de medicamentos alopáticos para uso humano,85,uso,C,21,212,2121,2121101,classificação semântica,atividade
Humano,humano,2121101,Fabricação de medicamentos alopáticos para uso humano,85,humano,C,21,212,2121,2121101,classificação semântica,atividade
Humano,humano,2121101,Fabricação de medicamentos alopáticos para uso humano,85,humano,C,21,212,2121,2121101,classificação semântica,atividade
Fabricação de medicamentos alopáticos para uso humano,fabricação de medicamentos alopáticos para uso humano,2121101,Fabricação de medicamentos alopáticos para uso humano,90,descricao_completa,C,21,212,2121,2121101,classificação semântica,palavra_chave
Fabricação de medicamentos homeopáticos para uso humano,fabricação de medicamentos homeopáticos para uso humano,2121102,Fabricação de medicamentos homeopáticos para uso humano,100,atividades,C,21,212,2121,2121102,descrição oficial,nome_oficial
Medicamentos,medicamentos,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,medicamentos,C,21,212,2121,2121102,classificação semântica,atividade
Medicamentos,medicamentos,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,medicamentos,C,21,212,2121,2121102,classificação semântica,atividade
Homeopáticos,homeopáticos,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,homeopáticos,C,21,212,2121,2121102,classificação semântica,atividade
Homeopaticos,homeopaticos,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,homeopáticos,C,21,212,2121,2121102,classificação semântica,atividade
Uso,uso,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,uso,C,21,212,2121,2121102,classificação semântica,atividade
Uso,uso,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,uso,C,21,212,2121,2121102,classificação semântica,atividade
Humano,humano,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,humano,C,21,212,2121,2121102,classificação semântica,atividade
Humano,humano,2121102,Fabricação de medicamentos homeopáticos para uso humano,85,humano,C,21,212,2121,2121102,classificação semântica,atividade
Fabricação de medicamentos homeopáticos para uso humano,fabricação de medicamentos homeopáticos para uso humano,2121102,Fabricação de medicamentos homeopáticos para uso humano,90,descricao_completa,C,21,212,2121,2121102,classificação semântica,palavra_chave
Fabricação de medicamentos fitoterápicos para uso humano,fabricação de medicamentos fitoterápicos para uso humano,2121103,Fabricação de medicamentos fitoterápicos para uso humano,100,atividades,C,21,212,2121,2121103,descrição oficial,nome_oficial
Medicamentos,medicamentos,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,medicamentos,C,21,212,2121,2121103,classificação semântica,atividade
Medicamentos,medicamentos,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,medicamentos,C,21,212,2121,2121103,classificação semântica,atividade
Fitoterápicos,fitoterápicos,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,fitoterápicos,C,21,212,2121,2121103,classificação semântica,atividade
Fitoterapicos,fitoterapicos,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,fitoterápicos,C,21,212,2121,2121103,classificação semântica,atividade
Uso,uso,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,uso,C,21,212,2121,2121103,classificação semântica,atividade
Uso,uso,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,uso,C,21,212,2121,2121103,classificação semântica,atividade
Humano,humano,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,humano,C,21,212,2121,2121103,classificação semântica,atividade
Humano,humano,2121103,Fabricação de medicamentos fitoterápicos para uso humano,85,humano,C,21,212,2121,2121103,classificação semântica,atividade
Fabricação de medicamentos fitoterápicos para uso humano,fabricação de medicamentos fitoterápicos para uso humano,2121103,Fabricação de medicamentos fitoterápicos para uso humano,90,descricao_completa,C,21,212,2121,2121103,classificação semântica,palavra_chave
Fabricação de medicamentos para uso veterinário,fabricação de medicamentos para uso veterinário,2122000,Fabricação de medicamentos para uso veterinário,100,atividades,C,21,212,2122,2122000,descrição oficial,nome_oficial
Medicamentos,medicamentos,2122000,Fabricação de medicamentos para uso veterinário,85,medicamentos,C,21,212,2122,2122000,classificação semântica,atividade
Medicamentos,medicamentos,2122000,Fabricação de medicamentos para uso veterinário,85,medicamentos,C,21,212,2122,2122000,classificação semântica,atividade
Uso,uso,2122000,Fabricação de medicamentos para uso veterinário,85,uso,C,21,212,2122,2122000,classificação semântica,atividade
Uso,uso,2122000,Fabricação de medicamentos para uso veterinário,85,uso,C,21,212,2122,2122000,classificação semântica,atividade
Veterinário,veterinário,2122000,Fabricação de medicamentos para uso veterinário,85,veterinário,C,21,212,2122,2122000,classificação semântica,atividade
Veterinario,veterinario,2122000,Fabricação de medicamentos para uso veterinário,85,veterinário,C,21,212,2122,2122000,classificação semântica,atividade
Fabricação de medicamentos para uso veterinário,fabricação de medicamentos para uso veterinário,2122000,Fabricação de medicamentos para uso veterinário,90,descricao_completa,C,21,212,2122,2122000,classificação semântica,palavra_chave
Fabricação de preparações farmacêuticas,fabricação de preparações farmacêuticas,2123800,Fabricação de preparações farmacêuticas,100,atividades,C,21,212,2123,2123800,descrição oficial,nome_oficial
Preparações,preparações,2123800,Fabricação de preparações farmacêuticas,85,preparações,C,21,212,2123,2123800,classificação semântica,atividade
Preparacoes,preparacoes,2123800,Fabricação de preparações farmacêuticas,85,preparações,C,21,212,2123,2123800,classificação semântica,atividade
Farmacêuticas,farmacêuticas,2123800,Fabricação de preparações farmacêuticas,85,farmacêuticas,C,21,212,2123,2123800,classificação semântica,atividade
Farmaceuticas,farmaceuticas,2123800,Fabricação de preparações farmacêuticas,85,farmacêuticas,C,21,212,2123,2123800,classificação semântica,atividade
Fabricação de preparações farmacêuticas,fabricação de preparações farmacêuticas,2123800,Fabricação de preparações farmacêuticas,90,descricao_completa,C,21,212,2123,2123800,classificação semântica,palavra_chave
Fabricação de pneumáticos e de câmaras-de-ar,fabricação de pneumáticos e de câmarasdear,2211100,Fabricação de pneumáticos e de câmaras-de-ar,100,atividades,C,22,221,2211,2211100,descrição oficial,nome_oficial
Pneumáticos,pneumáticos,2211100,Fabricação de pneumáticos e de câmaras-de-ar,85,pneumáticos,C,22,221,2211,2211100,classificação semântica,atividade
Pneumaticos,pneumaticos,2211100,Fabricação de pneumáticos e de câmaras-de-ar,85,pneumáticos,C,22,221,2211,2211100,classificação semântica,atividade
Câmaras,câmaras,2211100,Fabricação de pneumáticos e de câmaras-de-ar,85,câmaras,C,22,221,2211,2211100,classificação semântica,atividade
Camaras,camaras,2211100,Fabricação de pneumáticos e de câmaras-de-ar,85,câmaras,C,22,221,2211,2211100,classificação semântica,atividade
Fabricação de pneumáticos e de câmaras-de-ar,fabricação de pneumáticos e de câmarasdear,2211100,Fabricação de pneumáticos e de câmaras-de-ar,90,descricao_completa,C,22,221,2211,2211100,classificação semântica,palavra_chave
Reforma de pneumáticos usados,reforma de pneumáticos usados,2212800,Reforma de pneumáticos usados,100,atividades,C,22,221,2212,2212800,descrição oficial,nome_oficial
Reforma,reforma,2212800,Reforma de pneumáticos usados,85,reforma,C,22,221,2212,2212800,classificação semântica,atividade
Reforma,reforma,2212800,Reforma de pneumáticos usados,85,reforma,C,22,221,2212,2212800,classificação semântica,atividade
Pneumáticos,pneumáticos,2212800,Reforma de pneumáticos usados,85,pneumáticos,C,22,221,2212,2212800,classificação semântica,atividade
Pneumaticos,pneumaticos,2212800,Reforma de pneumáticos usados,85,pneumáticos,C,22,221,2212,2212800,classificação semântica,atividade
Usados,usados,2212800,Reforma de pneumáticos usados,85,usados,C,22,221,2212,2212800,classificação semântica,atividade
Usados,usados,2212800,Reforma de pneumáticos usados,85,usados,C,22,221,2212,2212800,classificação semântica,atividade
Reforma de pneumáticos usados,reforma de pneumáticos usados,2212800,Reforma de pneumáticos usados,90,descricao_completa,C,22,221,2212,2212800,classificação semântica,palavra_chave
Fabricação de artefatos de borracha não especificados anteriormente,fabricação de artefatos de borracha não especificados anteriormente,2219500,Fabricação de artefatos de borracha não especificados anteriormente,100,atividades,C,22,221,2219,2219500,descrição oficial,nome_oficial
Artefatos,artefatos,2219500,Fabricação de artefatos de borracha não especificados anteriormente,85,artefatos,C,22,221,2219,2219500,classificação semântica,atividade
Artefatos,artefatos,2219500,Fabricação de artefatos de borracha não especificados anteriormente,85,artefatos,C,22,221,2219,2219500,classificação semântica,atividade
Borracha,borracha,2219500,Fabricação de artefatos de borracha não especificados anteriormente,85,borracha,C,22,221,2219,2219500,classificação semântica,atividade
Borracha,borracha,2219500,Fabricação de artefatos de borracha não especificados anteriormente,85,borracha,C,22,221,2219,2219500,classificação semântica,atividade
Especificados,especificados,2219500,Fabricação de artefatos de borracha não especificados anteriormente,85,especificados,C,22,221,2219,2219500,classificação semântica,atividade
Especificados,especificados,2219500,Fabricação de artefatos de borracha não especificados anteriormente,85,especificados,C,22,221,2219,2219500,classificação semântica,atividade
Fabricação de artefatos de borracha não especificados anteriormente,fabricação de artefatos de borracha não especificados anteriormente,2219500,Fabricação de artefatos de borracha não especificados anteriormente,90,descricao_completa,C,22,221,2219,2219500,classificação semântica,palavra_chave
Fabricação de laminados planos e tubulares de material plástico,fabricação de laminados planos e tubulares de material plástico,2221800,Fabricação de laminados planos e tubulares de material plástico,100,atividades,C,22,222,2221,2221800,descrição oficial,nome_oficial
Laminados,laminados,2221800,Fabricação de laminados planos e tubulares de material plástico,85,laminados,C,22,222,2221,2221800,classificação semântica,atividade
Laminados,laminados,2221800,Fabricação de laminados planos e tubulares de material plástico,85,laminados,C,22,222,2221,2221800,classificação semântica,atividade
Planos,planos,2221800,Fabricação de laminados planos e tubulares de material plástico,85,planos,C,22,222,2221,2221800,classificação semântica,atividade
Planos,planos,2221800,Fabricação de laminados planos e tubulares de material plástico,85,planos,C,22,222,2221,2221800,classificação semântica,atividade
Tubulares,tubulares,2221800,Fabricação de laminados planos e tubulares de material plástico,85,tubulares,C,22,222,2221,2221800,classificação semântica,atividade
Tubulares,tubulares,2221800,Fabricação de laminados planos e tubulares de material plástico,85,tubulares,C,22,222,2221,2221800,classificação semântica,atividade
Material,material,2221800,Fabricação de laminados planos e tubulares de material plástico,85,material,C,22,222,2221,2221800,classificação semântica,atividade
Material,material,2221800,Fabricação de laminados planos e tubulares de material plástico,85,material,C,22,222,2221,2221800,classificação semântica,atividade
Plástico,plástico,2221800,Fabricação de laminados planos e tubulares de material plástico,85,plástico,C,22,222,2221,2221800,classificação semântica,atividade
Plastico,plastico,2221800,Fabricação de laminados planos e tubulares de material plástico,85,plástico,C,22,222,2221,2221800,classificação semântica,atividade
Fabricação de laminados planos e tubulares de material plástico,fabricação de laminados planos e tubulares de material plástico,2221800,Fabricação de laminados planos e tubulares de material plástico,90,descricao_completa,C,22,222,2221,2221800,classificação semântica,palavra_chave
Fabricação de embalagens de material plástico,fabricação de embalagens de material plástico,2222600,Fabricação de embalagens de material plástico,100,atividades,C,22,222,2222,2222600,descrição oficial,nome_oficial
Embalagens,embalagens,2222600,Fabricação de embalagens de material plástico,85,embalagens,C,22,222,2222,2222600,classificação semântica,atividade
Embalagens,embalagens,2222600,Fabricação de embalagens de material plástico,85,embalagens,C,22,222,2222,2222600,classificação semântica,atividade
Material,material,2222600,Fabricação de embalagens de material plástico,85,material,C,22,222,2222,2222600,classificação semântica,atividade
Material,material,2222600,Fabricação de embalagens de material plástico,85,material,C,22,222,2222,2222600,classificação semântica,atividade
Plástico,plástico,2222600,Fabricação de embalagens de material plástico,85,plástico,C,22,222,2222,2222600,classificação semântica,atividade
Plastico,plastico,2222600,Fabricação de embalagens de material plástico,85,plástico,C,22,222,2222,2222600,classificação semântica,atividade
Fabricação de embalagens de material plástico,fabricação de embalagens de material plástico,2222600,Fabricação de embalagens de material plástico,90,descricao_completa,C,22,222,2222,2222600,classificação semântica,palavra_chave
Fabricação de tubos e acessórios de material plástico para uso na construção,fabricação de tubos e acessórios de material plástico para uso na construção,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,100,atividades,C,22,222,2223,2223400,descrição oficial,nome_oficial
Tubos,tubos,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,tubos,C,22,222,2223,2223400,classificação semântica,atividade
Tubos,tubos,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,tubos,C,22,222,2223,2223400,classificação semântica,atividade
Acessórios,acessórios,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,acessórios,C,22,222,2223,2223400,classificação semântica,atividade
Acessorios,acessorios,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,acessórios,C,22,222,2223,2223400,classificação semântica,atividade
Material,material,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,material,C,22,222,2223,2223400,classificação semântica,atividade
Material,material,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,material,C,22,222,2223,2223400,classificação semântica,atividade
Plástico,plástico,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,plástico,C,22,222,2223,2223400,classificação semântica,atividade
Plastico,plastico,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,plástico,C,22,222,2223,2223400,classificação semântica,atividade
Uso,uso,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,uso,C,22,222,2223,2223400,classificação semântica,atividade
Uso,uso,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,uso,C,22,222,2223,2223400,classificação semântica,atividade
Construção,construção,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,construção,C,22,222,2223,2223400,classificação semântica,atividade
Construcao,construcao,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,85,construção,C,22,222,2223,2223400,classificação semântica,atividade
Fabricação de tubos e acessórios de material plástico para uso na construção,fabricação de tubos e acessórios de material plástico para uso na construção,2223400,Fabricação de tubos e acessórios de material plástico para uso na construção,90,descricao_completa,C,22,222,2223,2223400,classificação semântica,palavra_chave
Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,100,atividades,C,22,222,2229,2229300,descrição oficial,nome_oficial
Artefatos,artefatos,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,artefatos,C,22,222,2229,2229300,classificação semântica,atividade
Artefatos,artefatos,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,artefatos,C,22,222,2229,2229300,classificação semântica,atividade
Material,material,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,material,C,22,222,2229,2229300,classificação semântica,atividade
Material,material,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,material,C,22,222,2229,2229300,classificação semântica,atividade
Plástico,plástico,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,plástico,C,22,222,2229,2229300,classificação semântica,atividade
Plastico,plastico,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,plástico,C,22,222,2229,2229300,classificação semântica,atividade
Outros,outros,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,outros,C,22,222,2229,2229300,classificação semântica,atividade
Outros,outros,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,outros,C,22,222,2229,2229300,classificação semântica,atividade
Usos,usos,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,usos,C,22,222,2229,2229300,classificação semântica,atividade
Usos,usos,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,usos,C,22,222,2229,2229300,classificação semântica,atividade
Especificados,especificados,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,especificados,C,22,222,2229,2229300,classificação semântica,atividade
Especificados,especificados,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,85,especificados,C,22,222,2229,2229300,classificação semântica,atividade
Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2229300,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,90,descricao_completa,C,22,222,2229,2229300,classificação semântica,palavra_chave
Fabricação de vidro plano e de segurança,fabricação de vidro plano e de segurança,2311700,Fabricação de vidro plano e de segurança,100,atividades,C,23,231,2311,2311700,descrição oficial,nome_oficial
Vidro,vidro,2311700,Fabricação de vidro plano e de segurança,85,vidro,C,23,231,2311,2311700,classificação semântica,atividade
Vidro,vidro,2311700,Fabricação de vidro plano e de segurança,85,vidro,C,23,231,2311,2311700,classificação semântica,atividade
Plano,plano,2311700,Fabricação de vidro plano e de segurança,85,plano,C,23,231,2311,2311700,classificação semântica,atividade
Plano,plano,2311700,Fabricação de vidro plano e de segurança,85,plano,C,23,231,2311,2311700,classificação semântica,atividade
Segurança,segurança,2311700,Fabricação de vidro plano e de segurança,85,segurança,C,23,231,2311,2311700,classificação semântica,atividade
Seguranca,seguranca,2311700,Fabricação de vidro plano e de segurança,85,segurança,C,23,231,2311,2311700,classificação semântica,atividade
Fabricação de vidro plano e de segurança,fabricação de vidro plano e de segurança,2311700,Fabricação de vidro plano e de segurança,90,descricao_completa,C,23,231,2311,2311700,classificação semântica,palavra_chave
Fabricação de embalagens de vidro,fabricação de embalagens de vidro,2312500,Fabricação de embalagens de vidro,100,atividades,C,23,231,2312,2312500,descrição oficial,nome_oficial
Embalagens,embalagens,2312500,Fabricação de embalagens de vidro,85,embalagens,C,23,231,2312,2312500,classificação semântica,atividade
Embalagens,embalagens,2312500,Fabricação de embalagens de vidro,85,embalagens,C,23,231,2312,2312500,classificação semântica,atividade
Vidro,vidro,2312500,Fabricação de embalagens de vidro,85,vidro,C,23,231,2312,2312500,classificação semântica,atividade
Vidro,vidro,2312500,Fabricação de embalagens de vidro,85,vidro,C,23,231,2312,2312500,classificação semântica,atividade
Fabricação de embalagens de vidro,fabricação de embalagens de vidro,2312500,Fabricação de embalagens de vidro,90,descricao_completa,C,23,231,2312,2312500,classificação semântica,palavra_chave
Fabricação de artigos de vidro,fabricação de artigos de vidro,2319200,Fabricação de artigos de vidro,100,atividades,C,23,231,2319,2319200,descrição oficial,nome_oficial
Artigos,artigos,2319200,Fabricação de artigos de vidro,85,artigos,C,23,231,2319,2319200,classificação semântica,atividade
Artigos,artigos,2319200,Fabricação de artigos de vidro,85,artigos,C,23,231,2319,2319200,classificação semântica,atividade
Vidro,vidro,2319200,Fabricação de artigos de vidro,85,vidro,C,23,231,2319,2319200,classificação semântica,atividade
Vidro,vidro,2319200,Fabricação de artigos de vidro,85,vidro,C,23,231,2319,2319200,classificação semântica,atividade
Fabricação de artigos de vidro,fabricação de artigos de vidro,2319200,Fabricação de artigos de vidro,90,descricao_completa,C,23,231,2319,2319200,classificação semântica,palavra_chave
Fabricação de cimento,fabricação de cimento,2320600,Fabricação de cimento,100,atividades,C,23,232,2320,2320600,descrição oficial,nome_oficial
Cimento,cimento,2320600,Fabricação de cimento,85,cimento,C,23,232,2320,2320600,classificação semântica,atividade
Cimento,cimento,2320600,Fabricação de cimento,85,cimento,C,23,232,2320,2320600,classificação semântica,atividade
Fabricação de cimento,fabricação de cimento,2320600,Fabricação de cimento,90,descricao_completa,C,23,232,2320,2320600,classificação semântica,palavra_chave
"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",fabricação de estruturas prémoldadas de concreto armado em série e sob encomenda,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",100,atividades,C,23,233,2330,2330301,descrição oficial,nome_oficial
Estruturas,estruturas,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,estruturas,C,23,233,2330,2330301,classificação semântica,atividade
Estruturas,estruturas,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,estruturas,C,23,233,2330,2330301,classificação semântica,atividade
Pré,pré,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,pré,C,23,233,2330,2330301,classificação semântica,atividade
Pre,pre,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,pré,C,23,233,2330,2330301,classificação semântica,atividade
Moldadas,moldadas,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,moldadas,C,23,233,2330,2330301,classificação semântica,atividade
Moldadas,moldadas,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,moldadas,C,23,233,2330,2330301,classificação semântica,atividade
Concreto,concreto,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,concreto,C,23,233,2330,2330301,classificação semântica,atividade
Concreto,concreto,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,concreto,C,23,233,2330,2330301,classificação semântica,atividade
Armado,armado,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,armado,C,23,233,2330,2330301,classificação semântica,atividade
Armado,armado,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,armado,C,23,233,2330,2330301,classificação semântica,atividade
Série,série,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,série,C,23,233,2330,2330301,classificação semântica,atividade
Serie,serie,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,série,C,23,233,2330,2330301,classificação semântica,atividade
Sob,sob,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,sob,C,23,233,2330,2330301,classificação semântica,atividade
Sob,sob,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,sob,C,23,233,2330,2330301,classificação semântica,atividade
Encomenda,encomenda,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,encomenda,C,23,233,2330,2330301,classificação semântica,atividade
Encomenda,encomenda,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",85,encomenda,C,23,233,2330,2330301,classificação semântica,atividade
"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",fabricação de estruturas prémoldadas de concreto armado em série e sob encomenda,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",90,descricao_completa,C,23,233,2330,2330301,classificação semântica,palavra_chave
Fabricação de artefatos de cimento para uso na construção,fabricação de artefatos de cimento para uso na construção,2330302,Fabricação de artefatos de cimento para uso na construção,100,atividades,C,23,233,2330,2330302,descrição oficial,nome_oficial
Artefatos,artefatos,2330302,Fabricação de artefatos de cimento para uso na construção,85,artefatos,C,23,233,2330,2330302,classificação semântica,atividade
Artefatos,artefatos,2330302,Fabricação de artefatos de cimento para uso na construção,85,artefatos,C,23,233,2330,2330302,classificação semântica,atividade
Cimento,cimento,2330302,Fabricação de artefatos de cimento para uso na construção,85,cimento,C,23,233,2330,2330302,classificação semântica,atividade
Cimento,cimento,2330302,Fabricação de artefatos de cimento para uso na construção,85,cimento,C,23,233,2330,2330302,classificação semântica,atividade
Uso,uso,2330302,Fabricação de artefatos de cimento para uso na construção,85,uso,C,23,233,2330,2330302,classificação semântica,atividade
Uso,uso,2330302,Fabricação de artefatos de cimento para uso na construção,85,uso,C,23,233,2330,2330302,classificação semântica,atividade
Construção,construção,2330302,Fabricação de artefatos de cimento para uso na construção,85,construção,C,23,233,2330,2330302,classificação semântica,atividade
Construcao,construcao,2330302,Fabricação de artefatos de cimento para uso na construção,85,construção,C,23,233,2330,2330302,classificação semântica,atividade
Fabricação de artefatos de cimento para uso na construção,fabricação de artefatos de cimento para uso na construção,2330302,Fabricação de artefatos de cimento para uso na construção,90,descricao_completa,C,23,233,2330,2330302,classificação semântica,palavra_chave
Fabricação de artefatos de fibrocimento para uso na construção,fabricação de artefatos de fibrocimento para uso na construção,2330303,Fabricação de artefatos de fibrocimento para uso na construção,100,atividades,C,23,233,2330,2330303,descrição oficial,nome_oficial
Artefatos,artefatos,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,artefatos,C,23,233,2330,2330303,classificação semântica,atividade
Artefatos,artefatos,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,artefatos,C,23,233,2330,2330303,classificação semântica,atividade
Fibrocimento,fibrocimento,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,fibrocimento,C,23,233,2330,2330303,classificação semântica,atividade
Fibrocimento,fibrocimento,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,fibrocimento,C,23,233,2330,2330303,classificação semântica,atividade
Uso,uso,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,uso,C,23,233,2330,2330303,classificação semântica,atividade
Uso,uso,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,uso,C,23,233,2330,2330303,classificação semântica,atividade
Construção,construção,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,construção,C,23,233,2330,2330303,classificação semântica,atividade
Construcao,construcao,2330303,Fabricação de artefatos de fibrocimento para uso na construção,85,construção,C,23,233,2330,2330303,classificação semântica,atividade
Fabricação de artefatos de fibrocimento para uso na construção,fabricação de artefatos de fibrocimento para uso na construção,2330303,Fabricação de artefatos de fibrocimento para uso na construção,90,descricao_completa,C,23,233,2330,2330303,classificação semântica,palavra_chave
Fabricação de casas pré-moldadas de concreto,fabricação de casas prémoldadas de concreto,2330304,Fabricação de casas pré-moldadas de concreto,100,atividades,C,23,233,2330,2330304,descrição oficial,nome_oficial
Casas,casas,2330304,Fabricação de casas pré-moldadas de concreto,85,casas,C,23,233,2330,2330304,classificação semântica,atividade
Casas,casas,2330304,Fabricação de casas pré-moldadas de concreto,85,casas,C,23,233,2330,2330304,classificação semântica,atividade
Pré,pré,2330304,Fabricação de casas pré-moldadas de concreto,85,pré,C,23,233,2330,2330304,classificação semântica,atividade
Pre,pre,2330304,Fabricação de casas pré-moldadas de concreto,85,pré,C,23,233,2330,2330304,classificação semântica,atividade
Moldadas,moldadas,2330304,Fabricação de casas pré-moldadas de concreto,85,moldadas,C,23,233,2330,2330304,classificação semântica,atividade
Moldadas,moldadas,2330304,Fabricação de casas pré-moldadas de concreto,85,moldadas,C,23,233,2330,2330304,classificação semântica,atividade
Concreto,concreto,2330304,Fabricação de casas pré-moldadas de concreto,85,concreto,C,23,233,2330,2330304,classificação semântica,atividade
Concreto,concreto,2330304,Fabricação de casas pré-moldadas de concreto,85,concreto,C,23,233,2330,2330304,classificação semântica,atividade
Fabricação de casas pré-moldadas de concreto,fabricação de casas prémoldadas de concreto,2330304,Fabricação de casas pré-moldadas de concreto,90,descricao_completa,C,23,233,2330,2330304,classificação semântica,palavra_chave
