termo,termo_normalizado,codigo_cnae,descricao,relevancia,categoria,secao,divisao,grupo,classe,subclasse,origem,tipo
Gráficos,gráficos,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,gráficos,C,18,181,1811,1811303,classificação semântica,atividade
Graficos,graficos,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,gráficos,C,18,181,1811,1811303,classificação semântica,atividade
Papelaria,papelaria,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,papelaria,C,18,181,1811,1811303,classificação semântica,atividade
Papelaria,papelaria,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,papelaria,C,18,181,1811,1811303,classificação semântica,atividade
"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",impressão de material de uso comercial e outros materiais gráficos exceto papelaria embalagens jornais e livros,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",90,descricao_completa,C,18,181,1811,1811303,classificação semântica,palavra_chave
Impressão de material de segurança,impressão de material de segurança,1812100,Impressão de material de segurança,100,atividades,C,18,181,1812,1812100,descrição oficial,nome_oficial
Impressão,impressão,1812100,Impressão de material de segurança,85,impressão,C,18,181,1812,1812100,classificação semântica,atividade
Impressao,impressao,1812100,Impressão de material de segurança,85,impressão,C,18,181,1812,1812100,classificação semântica,atividade
Material,material,1812100,Impressão de material de segurança,85,material,C,18,181,1812,1812100,classificação semântica,atividade
Material,material,1812100,Impressão de material de segurança,85,material,C,18,181,1812,1812100,classificação semântica,atividade
Segurança,segurança,1812100,Impressão de material de segurança,85,segurança,C,18,181,1812,1812100,classificação semântica,atividade
Seguranca,seguranca,1812100,Impressão de material de segurança,85,segurança,C,18,181,1812,1812100,classificação semântica,atividade
Impressão de material de segurança,impressão de material de segurança,1812100,Impressão de material de segurança,90,descricao_completa,C,18,181,1812,1812100,classificação semântica,palavra_chave
Serviços de pré-impressão,serviços de préimpressão,1821100,Serviços de pré-impressão,100,atividades,C,18,182,1821,1821100,descrição oficial,nome_oficial
Pré,pré,1821100,Serviços de pré-impressão,85,pré,C,18,182,1821,1821100,classificação semântica,atividade
Pre,pre,1821100,Serviços de pré-impressão,85,pré,C,18,182,1821,1821100,classificação semântica,atividade
Impressão,impressão,1821100,Serviços de pré-impressão,85,impressão,C,18,182,1821,1821100,classificação semântica,atividade
Impressao,impressao,1821100,Serviços de pré-impressão,85,impressão,C,18,182,1821,1821100,classificação semântica,atividade
Serviços de pré-impressão,serviços de préimpressão,1821100,Serviços de pré-impressão,90,descricao_completa,C,18,182,1821,1821100,classificação semântica,palavra_chave
Serviços de encadernação e plastificação,serviços de encadernação e plastificação,1822901,Serviços de encadernação e plastificação,100,atividades,C,18,182,1822,1822901,descrição oficial,nome_oficial
Encadernação,encadernação,1822901,Serviços de encadernação e plastificação,85,encadernação,C,18,182,1822,1822901,classificação semântica,atividade
Encadernacao,encadernacao,1822901,Serviços de encadernação e plastificação,85,encadernação,C,18,182,1822,1822901,classificação semântica,atividade
Plastificação,plastificação,1822901,Serviços de encadernação e plastificação,85,plastificação,C,18,182,1822,1822901,classificação semântica,atividade
Plastificacao,plastificacao,1822901,Serviços de encadernação e plastificação,85,plastificação,C,18,182,1822,1822901,classificação semântica,atividade
Serviços de encadernação e plastificação,serviços de encadernação e plastificação,1822901,Serviços de encadernação e plastificação,90,descricao_completa,C,18,182,1822,1822901,classificação semântica,palavra_chave
Coquerias,coquerias,1910100,Coquerias,100,atividades,C,19,191,1910,1910100,descrição oficial,nome_oficial
Coquerias,coquerias,1910100,Coquerias,85,coquerias,C,19,191,1910,1910100,classificação semântica,atividade
Coquerias,coquerias,1910100,Coquerias,85,coquerias,C,19,191,1910,1910100,classificação semântica,atividade
Coquerias,coquerias,1910100,Coquerias,90,descricao_completa,C,19,191,1910,1910100,classificação semântica,palavra_chave
Fabricação de produtos do refino de petróleo,fabricação de produtos do refino de petróleo,1921700,Fabricação de produtos do refino de petróleo,100,atividades,C,19,192,1921,1921700,descrição oficial,nome_oficial
Produtos,produtos,1921700,Fabricação de produtos do refino de petróleo,85,produtos,C,19,192,1921,1921700,classificação semântica,atividade
Produtos,produtos,1921700,Fabricação de produtos do refino de petróleo,85,produtos,C,19,192,1921,1921700,classificação semântica,atividade
Refino,refino,1921700,Fabricação de produtos do refino de petróleo,85,refino,C,19,192,1921,1921700,classificação semântica,atividade
Refino,refino,1921700,Fabricação de produtos do refino de petróleo,85,refino,C,19,192,1921,1921700,classificação semântica,atividade
Petróleo,petróleo,1921700,Fabricação de produtos do refino de petróleo,85,petróleo,C,19,192,1921,1921700,classificação semântica,atividade
Petroleo,petroleo,1921700,Fabricação de produtos do refino de petróleo,85,petróleo,C,19,192,1921,1921700,classificação semântica,atividade
Fabricação de produtos do refino de petróleo,fabricação de produtos do refino de petróleo,1921700,Fabricação de produtos do refino de petróleo,90,descricao_completa,C,19,192,1921,1921700,classificação semântica,palavra_chave
Formulação de combustíveis,formulação de combustíveis,1922501,Formulação de combustíveis,100,atividades,C,19,192,1922,1922501,descrição oficial,nome_oficial
Formulação,formulação,1922501,Formulação de combustíveis,85,formulação,C,19,192,1922,1922501,classificação semântica,atividade
Formulacao,formulacao,1922501,Formulação de combustíveis,85,formulação,C,19,192,1922,1922501,classificação semântica,atividade
Combustíveis,combustíveis,1922501,Formulação de combustíveis,85,combustíveis,C,19,192,1922,1922501,classificação semântica,atividade
Combustiveis,combustiveis,1922501,Formulação de combustíveis,85,combustíveis,C,19,192,1922,1922501,classificação semântica,atividade
Formulação de combustíveis,formulação de combustíveis,1922501,Formulação de combustíveis,90,descricao_completa,C,19,192,1922,1922501,classificação semântica,palavra_chave
Rerrefino de óleos lubrificantes,rerrefino de óleos lubrificantes,1922502,Rerrefino de óleos lubrificantes,100,atividades,C,19,192,1922,1922502,descrição oficial,nome_oficial
Rerrefino,rerrefino,1922502,Rerrefino de óleos lubrificantes,85,rerrefino,C,19,192,1922,1922502,classificação semântica,atividade
Rerrefino,rerrefino,1922502,Rerrefino de óleos lubrificantes,85,rerrefino,C,19,192,1922,1922502,classificação semântica,atividade
Óleos,óleos,1922502,Rerrefino de óleos lubrificantes,85,óleos,C,19,192,1922,1922502,classificação semântica,atividade
Oleos,oleos,1922502,Rerrefino de óleos lubrificantes,85,óleos,C,19,192,1922,1922502,classificação semântica,atividade
Lubrificantes,lubrificantes,1922502,Rerrefino de óleos lubrificantes,85,lubrificantes,C,19,192,1922,1922502,classificação semântica,atividade
Lubrificantes,lubrificantes,1922502,Rerrefino de óleos lubrificantes,85,lubrificantes,C,19,192,1922,1922502,classificação semântica,atividade
Rerrefino de óleos lubrificantes,rerrefino de óleos lubrificantes,1922502,Rerrefino de óleos lubrificantes,90,descricao_completa,C,19,192,1922,1922502,classificação semântica,palavra_chave
Fabricação de cloro e álcalis,fabricação de cloro e álcalis,2011800,Fabricação de cloro e álcalis,100,atividades,C,20,201,2011,2011800,descrição oficial,nome_oficial
Cloro,cloro,2011800,Fabricação de cloro e álcalis,85,cloro,C,20,201,2011,2011800,classificação semântica,atividade
Cloro,cloro,2011800,Fabricação de cloro e álcalis,85,cloro,C,20,201,2011,2011800,classificação semântica,atividade
Álcalis,álcalis,2011800,Fabricação de cloro e álcalis,85,álcalis,C,20,201,2011,2011800,classificação semântica,atividade
Alcalis,alcalis,2011800,Fabricação de cloro e álcalis,85,álcalis,C,20,201,2011,2011800,classificação semântica,atividade
Fabricação de cloro e álcalis,fabricação de cloro e álcalis,2011800,Fabricação de cloro e álcalis,90,descricao_completa,C,20,201,2011,2011800,classificação semântica,palavra_chave
Fabricação de intermediários para fertilizantes,fabricação de intermediários para fertilizantes,2012600,Fabricação de intermediários para fertilizantes,100,atividades,C,20,201,2012,2012600,descrição oficial,nome_oficial
Intermediários,intermediários,2012600,Fabricação de intermediários para fertilizantes,85,intermediários,C,20,201,2012,2012600,classificação semântica,atividade
Intermediarios,intermediarios,2012600,Fabricação de intermediários para fertilizantes,85,intermediários,C,20,201,2012,2012600,classificação semântica,atividade
Fertilizantes,fertilizantes,2012600,Fabricação de intermediários para fertilizantes,85,fertilizantes,C,20,201,2012,2012600,classificação semântica,atividade
Fertilizantes,fertilizantes,2012600,Fabricação de intermediários para fertilizantes,85,fertilizantes,C,20,201,2012,2012600,classificação semântica,atividade
Fabricação de intermediários para fertilizantes,fabricação de intermediários para fertilizantes,2012600,Fabricação de intermediários para fertilizantes,90,descricao_completa,C,20,201,2012,2012600,classificação semântica,palavra_chave
Fabricação de adubos e fertilizantes,fabricação de adubos e fertilizantes,2013400,Fabricação de adubos e fertilizantes,100,atividades,C,20,201,2013,2013400,descrição oficial,nome_oficial
Adubos,adubos,2013400,Fabricação de adubos e fertilizantes,85,adubos,C,20,201,2013,2013400,classificação semântica,atividade
Adubos,adubos,2013400,Fabricação de adubos e fertilizantes,85,adubos,C,20,201,2013,2013400,classificação semântica,atividade
Fertilizantes,fertilizantes,2013400,Fabricação de adubos e fertilizantes,85,fertilizantes,C,20,201,2013,2013400,classificação semântica,atividade
Fertilizantes,fertilizantes,2013400,Fabricação de adubos e fertilizantes,85,fertilizantes,C,20,201,2013,2013400,classificação semântica,atividade
Fabricação de adubos e fertilizantes,fabricação de adubos e fertilizantes,2013400,Fabricação de adubos e fertilizantes,90,descricao_completa,C,20,201,2013,2013400,classificação semântica,palavra_chave
Fabricação de gases industriais,fabricação de gases industriais,2014200,Fabricação de gases industriais,100,atividades,C,20,201,2014,2014200,descrição oficial,nome_oficial
Gases,gases,2014200,Fabricação de gases industriais,85,gases,C,20,201,2014,2014200,classificação semântica,atividade
